x,y
-3.0,-0.14734378396505354
-2.793103448275862,0.2416730426758369
-2.586206896551724,-2.060771965733869
-2.3793103448275863,-2.4942881614335257
-2.1724137931034484,-1.119213038941413
-1.9655172413793103,0.11687004569865045
-1.7586206896551724,-0.8620965763426945
-1.5517241379310345,-1.7604502490004696
-1.3448275862068966,-2.157573432055556
-1.1379310344827587,-1.1256667575513668
-0.9310344827586206,-2.228611579706308
-0.7241379310344827,-0.12112079722951408
-0.5172413793103448,-1.2380871190016058
-0.31034482758620685,-0.7235765928787161
-0.10344827586206895,-1.1086144693156461
0.10344827586206895,-0.8286396031932292
0.31034482758620685,-1.3984224528947364
0.5172413793103448,-0.8723026388739692
0.7241379310344827,-0.4443068099548187
0.9310344827586206,-0.36348833226917154
1.137931034482759,-0.0790570249835294
1.3448275862068968,-1.222424873603976
1.5517241379310347,1.3112182454533694
1.7586206896551726,-1.3490415406740486
1.9655172413793105,-0.2904994666363116
2.1724137931034484,-1.9535996277159204
2.3793103448275863,0.15086859022446047
2.586206896551724,0.11495334338652849
2.793103448275862,0.442753206164147
3.0,-1.0188761797116124
